datetime,stock_code,stock_name,title,content,source
2026-02-27 20:25:39,000333,美的集团,合康新能：拟向美的集团定增募资不超过16.52亿元 用于高压变频器研发及产业化项目等,【合康新能：拟向美的集团定增募资不超过16.52亿元 用于高压变频器研发及产业化项目等】合康新能(300048)2月27日公告，拟向美的集团定增募资不超过16.52亿元，用于高压变频器研发及产业化项目、光伏并网逆变器研发及产业化项目、户用储能系统研发及产业化项目、分布式光伏标杆电站建设及研发项目、补充流动资金。,eastmoney
2026-02-27 20:20:04,300308,中际旭创,中际旭创：2025年净利润107.99亿元，同比增长108.81%,中际旭创发布业绩快报，2025年度实现营业总收入382.4亿元，同比增长60.25%；净利润107.99亿元，同比增长108.81%。报告期内，受益于终端客户对算力基础设施的强劲投入，公司产品出货快速增长，其中高速光模块占比持续提高，且随着产品方案不断优化、运营效率持续提升，公司营业收入与净利润较去年同期均实现较大增长。,jinrongjie
2026-02-27 20:19:16,300308,中际旭创,中际旭创：2025年净利润同比增长108.81%,中际旭创(300308.SZ)公告称，2025年实现营业总收入382.4亿元，同比增长60.25%；实现归属于上市公司股东的净利润107.99亿元，同比增长108.81%。报告期内，受益于终端客户对算力基础设施的强劲投入，公司产品出货快速增长，其中高速光模块占比持续提高，且随着产品方案不断优化、运营效率持续提升，公司营业收入与净利润较去年同期均实现较大增长。,jinrongjie
2026-02-27 20:18:26,300308,中际旭创,中际旭创：2025年净利润107.99亿元 同比增长108.81%,【中际旭创：2025年净利润107.99亿元 同比增长108.81%】2月27日，中际旭创(300308.SZ)公告称，2025年实现营业总收入382.4亿元，同比增长60.25%；实现归属于上市公司股东的净利润107.99亿元，同比增长108.81%。报告期内，受益于终端客户对算力基础设施的强劲投入，公司产品出货快速增长，其中高速光模块占比持续提高，且随着产品方案不断优化、运营效率持续提升，公司营业收入与净利润较去年同期均实现较大增长。,eastmoney
2026-02-27 20:18:19,300308,中际旭创,,【中际旭创：2025年净利润同比增长108.81%】中际旭创(300308.SZ)公告称，2025年实现营业总收入382.4亿元，同比增长60.25%；实现归属于上市公司股东的净利润107.99亿元，同比增长108.81%。报告期内，受益于终端客户对算力基础设施的强劲投入，公司产品出货快速增长，其中高速光模块占比持续提高，且随着产品方案不断优化、运营效率持续提升，公司营业收入与净利润较去年同期均实现较大增长。,fenghuang
2026-02-27 20:18:19,300308,中际旭创,中际旭创：2025年净利润同比增长109%,【中际旭创：2025年净利润同比增长109%】财联社2月27日电，中际旭创(300308.SZ)公告称，2025年实现营业总收入382.4亿元，同比增长60.25%；实现归属于上市公司股东的净利润107.99亿元，同比增长108.81%。报告期内，受益于终端客户对算力基础设施的强劲投入，公司产品出货快速增长，其中高速光模块占比持续提高，且随着产品方案不断优化、运营效率持续提升，公司营业收入与净利润较去年同期均实现较大增长。小财注：Q3净利润31.37亿，据此计算，Q4净利润36.67亿，环比增长16%。第四季度净利润分析师一致预测是28.01亿，业绩高于预期。,cls
2026-02-27 20:17,300308,中际旭创,中际旭创：2025年净利润107.99亿元，同比增长108.81%,中际旭创发布业绩快报，2025年度实现营业总收入382.4亿元，同比增长60.25%；净利润107.99亿元，同比增长108.81%。报告期内，受益于终端客户对算力基础设施的强劲投入，公司产品出货快速增长，其中高速光模块占比持续提高，且随着产品方案不断优...,10jqka
2026-02-27 20:06:20,000333,美的集团,合康新能：美的集团及其一致行动人合计持股达35.08%,合康新能公告，美的集团及其一致行动人广东美的暖通设备有限公司通过认购公司向特定对象发行的股票，合计持有公司4.97亿股，占发行后公司总股本的比例为35.08%，触发要约收购义务。根据相关规定，美的集团及其一致行动人已承诺36个月内不转让所认购股份。此次收购完成后，美的集团及其一致行动人合计持有公司股份比例为35.08%。,jinrongjie
2026-02-27 19:59:46,000333,美的集团,合康新能：美的集团及其一致行动人合计持股达35.08%,合康新能：美的集团及其一致行动人合计持股达35.08%|合康新能晚间公告，美的集团及其一致行动人广东美的暖通设备有限公司通过认购公司向特定对象发行的股票，合计持有公司4.97亿股，占发行后公司总股本的比例为35.08%，触发要约收购义务。根据相关规定，美的集团及其一致行动人已承诺36个月内不转让所认购股份。此次收购完成后，美的集团及其一致行动人合计持有公司股份比例为35.08%。,yicai
2026-02-27 19:57:39,601939,建设银行,建设银行：张毅行长兼任本行首席合规官,【建设银行：张毅行长兼任本行首席合规官】财联社2月27日电，建设银行(601939.SH)公告称，董事会审议通过议案，同意张毅行长兼任本行首席合规官，该任命自董事会审议通过后生效，张毅自2026年2月27日起兼任该职位。,cls
2026-02-27 19:57:39,601939,建设银行,,【建设银行：张毅行长兼任本行首席合规官】建设银行(601939.SH)公告称，董事会审议通过议案，同意张毅行长兼任本行首席合规官，该任命自董事会审议通过后生效，张毅自2026年2月27日起兼任该职位。,fenghuang
2026-02-27 19:57:01,000333,美的集团,,【合康新能：拟向特定对象发行股票 募资不超16.52亿元】合康新能(300048.SZ)公告称，公司拟向特定对象发行股票，发行对象为美的集团，发行价格为5.73元/股，募资总额不超16.52亿元，扣除发行费用后的募集资金净额拟投入高压变频器研发及产业化项目、光伏并网逆变器研发及产业化项目等。本次发行完成后，美的集团及其一致行动人在上市公司拥有表决权的股份未超过上市公司已发行股票的30%，则认购方通过本次发行认购的股票自本次发行结束之日起18个月内不得转让。,fenghuang
2026-02-27 19:57:01,000333,美的集团,合康新能：拟向特定对象发行股票 募资不超16.52亿元,【合康新能：拟向特定对象发行股票 募资不超16.52亿元】财联社2月27日电，合康新能(300048.SZ)公告称，公司拟向特定对象发行股票，发行对象为美的集团，发行价格为5.73元/股，募资总额不超16.52亿元，扣除发行费用后的募集资金净额拟投入高压变频器研发及产业化项目、光伏并网逆变器研发及产业化项目等。本次发行完成后，美的集团及其一致行动人在上市公司拥有表决权的股份未超过上市公司已发行股票的30%，则认购方通过本次发行认购的股票自本次发行结束之日起18个月内不得转让。,cls
2026-02-27 19:57,000333,美的集团,合康新能：美的集团及其一致行动人合计持股达35.08%,合康新能公告，美的集团及其一致行动人广东美的暖通设备有限公司通过认购公司向特定对象发行的股票，合计持有公司4.97亿股，占发行后公司总股本的比例为35.08%，触发要约收购义务。根据相关规定，美的集团及其一致行动人已承诺36个月内不转让所...,10jqka
2026-02-27 19:44:16,688009,中国通号,晚间重要公告汇总,晚间重要公告汇总|【品大事】捷荣技术：实控人赵晓群因涉嫌信息披露违法违规被立案；华胜天成：公司与华为的合作所确认收入占公司全球业务收入比例较小；赛恩斯：公司的铼酸铵产品暂未对外销售，钼加工及销售业务尚在业务前期阶段；中英科技：拟以现金方式购买英中电气不低于51%的股份；莱克电气：拟以1亿元认缴出资设立投资基金；新铝时代：收到深交所同意恢复审核通知；西部黄金：全资子公司新疆美盛临时停产；中富通：拟发行不超过6.43亿元；【观业绩】摩尔线程：2025年实现营业总收入15.06亿元，同比增长243.37%；澜起科技：2025年净利润22.36亿元，同比增长58.35%；九号公司：2025年净利润17.55亿元，同比增长61.84%；金山办公：2025年净利润18.43亿元，同比增长12.03%；佰维存储：2025年净利润8.67亿元，同比增长437.56%；中国通号：2025年净利润36.61亿元，同比增长4.76%；横店影视：2025年净利润1.59亿元，同比扭亏为盈；寒武纪：2025年净利润20.59亿元，同比扭亏；天能股份：2025年净利润15.91亿元，同比增长2.32%；生益科技：2025年净利润33.34亿元，同比增长91.76%；中微公司：2025年净利润21.11亿元，同比增长30.69%；菱电电控：2025年净利润同比增长745.02%；优刻得：2025年净利润亏损7668.32万元，上年同期亏损2.41亿元；迈威生物：2025年净利润-9.7亿元，上年同期-10.44亿元；君实生物：2025年归母净利润亏损8.74亿元；【增减持】比音勒芬：控股股东一致行动人谢邕拟增持不超过2%股份；美联新材：股东拟合计减持不超4%公司股份；洁雅股份：股东拟减持不超4.99%公司股份；美联新材：股东张盛业拟减持不超过2%股份；日盈电子：实际控制人是蓉珠拟减持3%股份；炬光科技：控股股东刘兴胜拟减持不超0.5564%股份；【签大单】中科海讯：公司中标金额合计约2.88亿元人民币；音飞储存：中标8709.7万元设备采购项目。,yicai
2026-02-27 19:42,002230,科大讯飞,浙江省政府与科大讯飞签署战略合作框架协议,据浙江发布，2月27日下午，浙江省政府与科大讯飞签署战略合作框架协议。根据协议，双方将认真学习贯彻习近平总书记考察浙江重要讲话精神，聚焦加快建设创新浙江、因地制宜发展新质生产力，按照“政企联动、互利共赢、创新引领、市场运作”的原则...,10jqka
2026-02-27 19:27:09,600029,南方航空,渤海租赁：控股子公司Avolon购买10架B787-8飞机及2台GEnx-1B70备用发动机资产,渤海租赁公告，因业务发展需要，控股子公司Avolon Holdings Limited下属子公司于2026年2月27日与南方航空签署协议，Avolon通过其下属子公司向南方航空购买10架B787-8飞机及2台GEnx-1B70备用发动机资产，上述飞机及发动机资产市场价格约为5.32亿美元，实际购买价格根据产权交易所竞价结果确定。,jinrongjie
2026-02-27 19:24:32,600029,南方航空,,【渤海租赁：控股子公司Avolon购买南方航空10架B787-8飞机及2台备用发动机】渤海租赁(000415.SZ)公告称，公司控股子公司Avolon的下属子公司与南方航空在广州签署协议，购买10架B787-8飞机及2台GEnx-1B70备用发动机，市场价格约为5.32亿美元，实际购买价格将根据产权交易所竞价结果确定。此次交易不构成关联交易，已通过公司2025年第十次临时董事会审议，无需提交股东会审议。交易预计将于2026年内完成交付，旨在提升公司在全球飞机租赁行业的竞争力和市场占有率。,fenghuang
2026-02-27 19:24:32,600029,南方航空,渤海租赁：控股子公司Avolon购买南方航空10架B787-8飞机及2台备用发动机,【渤海租赁：控股子公司Avolon购买南方航空10架B787-8飞机及2台备用发动机】财联社2月27日电，渤海租赁(000415.SZ)公告称，公司控股子公司Avolon的下属子公司与南方航空在广州签署协议，购买10架B787-8飞机及2台GEnx-1B70备用发动机，市场价格约为5.32亿美元，实际购买价格将根据产权交易所竞价结果确定。此次交易不构成关联交易，已通过公司2025年第十次临时董事会审议，无需提交股东会审议。交易预计将于2026年内完成交付，旨在提升公司在全球飞机租赁行业的竞争力和市场占有率。,cls
2026-02-27 19:23,600029,南方航空,渤海租赁：控股子公司Avolon购买10架B787-8飞机及2台GEnx...,渤海租赁公告，因业务发展需要，控股子公司Avolon Holdings Limited下属子公司于2026年2月27日与南方航空签署协议，Avolon通过其下属子公司向南方航空购买10架B787-8飞机及2台GEnx-1B70备用发动机资产，上述飞机及发动机资产市场价格约为5.32亿...,10jqka
2026-02-27 19:05:58,300832,新产业,,【新产业：获得三项医疗器械注册证】新产业(300832.SZ)公告称，公司近日收到广东省药品监督管理局颁发的3项《医疗器械注册证》，包括胎盘生长因子测定试剂盒、缺血修饰白蛋白测定试剂盒和高敏C反应蛋白测定试剂盒。这些注册证的取得将丰富公司化学发光检测产品和生化检测产品的产品类别，对公司发展有正面影响，但对近期经营和业绩不会产生重大影响。,fenghuang
2026-02-27 19:05:58,300832,新产业,新产业：获得三项医疗器械注册证,【新产业：获得三项医疗器械注册证】财联社2月27日电，新产业(300832.SZ)公告称，公司近日收到广东省药品监督管理局颁发的3项《医疗器械注册证》，包括胎盘生长因子测定试剂盒、缺血修饰白蛋白测定试剂盒和高敏C反应蛋白测定试剂盒。这些注册证的取得将丰富公司化学发光检测产品和生化检测产品的产品类别，对公司发展有正面影响，但对近期经营和业绩不会产生重大影响。,cls
2026-02-27 19:03:34,300014,亿纬锂能,亿纬锂能：调整商品套期保值业务额度为不超过人民币20亿元,亿纬锂能公告，2026年2月27日，公司召开第七届董事会第五次会议，审议通过了《关于调整商品套期保值业务额度的议案》，同意公司将开展商品套期保值业务最高保证金额度和权利金上限不超过人民币10亿元或等值其他外币金额调整为不超过人民币20亿元或等值其他外币金额；预计任一交易日持有的最高合约价值不超人民币85亿元或等值其他外币金额调整为不超人民币125亿元或等值其他外币金额。授权期限自董事会审议通过之日起至2026年6月15日有效，额度在审批有效期内可循环滚动使用。,jinrongjie
2026-02-27 18:57:10,600010,包钢股份,包钢股份：不存在应披露而未披露的重大信息,包钢股份发布异动公告，截至2026年2月27日，内蒙古包钢钢联股份有限公司股票连续三个交易日收盘价格涨幅偏离值累计超过20%，属于《上海证券交易所交易规则》规定的股票交易异常波动情形。公司内部经营秩序稳定，市场环境、行业政策没有发生重大调整。截至本公告披露日，公司、控股股东均不存在影响公司股票交易异常波动的重大事项，不存在应披露而未披露的重大信息。,jinrongjie
2026-02-27 18:53:45,601688,华泰证券,机器人板块节后回调，关注机器人ETF易方达（159530）等产品布局机会,"【机器人板块节后回调，关注机器人ETF易方达（159530）等产品布局机会】
本周，国证机器人产业指数下跌1.8%，中证智能电动汽车指数下跌0.3%，中证物联网主题指数上涨1.3%，中证消费电子主题指数上涨3.0%。Wind数据显示，截至昨日，机器人ETF易方达（159530）近一个月合计“吸金”超10亿元。
华泰证券研报称，春节前后智驾与机器人板块整体表现较为强势，特别是四大国产机器人企业登陆春晚，带动订单高增与资本关注，机器人商业化加速破圈。展望后续，机器人方面，春晚现象级曝光正将机器人从“产业圈热点”推向“大众消费认知”，产业资本密集加码，特斯拉Gen3发布在即，或将带来进一步催化。",cls
2026-02-27 18:53:41,600010,包钢股份,,【包钢股份：目前经营情况正常 不存在应披露而未披露的重大事项】包钢股份(600010.SH)公告称，公司股票连续三个交易日收盘价格涨幅偏离值累计超过20%，属于股票交易异常波动情形。经核查，公司及控股股东包头钢铁（集团）有限责任公司均不存在应披露而未披露的重大信息。公司内部经营秩序稳定，市场环境、行业政策没有发生重大调整。未发现对公司股票交易价格产生影响的需要澄清或回应的媒体报道或市场传闻，亦未涉及市场热点概念。公司董事会确认，除上述事项外，没有应披露而未披露的事项或与该等事项有关的筹划、商谈、意向、协议等。,fenghuang
2026-02-27 18:53:41,601688,华泰证券,,"【港股节后走弱，关注恒生科技ETF易方达（513010）、港股通互联网ETF易方达（513040）等产品投资机会】
本周，中证港股通消费主题指数下跌0.9%，恒生科技指数下跌1.4%，恒生港股通新经济指数下跌2.0%，中证港股通互联网指数下跌2.8%，中证港股通医药卫生综合指数下跌4.5%。资金逆势加仓相关ETF，Wind数据显示，截至昨日，恒生科技ETF易方达（513010）和港股通互联网ETF易方达（513040）近一月分别获42亿元和13亿元资金净流入。
华泰证券研报称，春节期间港股市场内部分化加大，AI新势力与互联网巨头走势背离，消费数据亮点尽显但未明显提振板块表现，涨幅依然集中在科技和周期行业。展望来看，短期提示投资者防范指数和港股通调整日前后相应抢跑个股的波动风险。中期配置上，科技和周期耗材仍是清晰主线。",fenghuang
2026-02-27 18:53:41,600010,包钢股份,包钢股份：目前经营情况正常 不存在应披露而未披露的重大事项,【包钢股份：目前经营情况正常 不存在应披露而未披露的重大事项】财联社2月27日电，包钢股份(600010.SH)公告称，公司股票连续三个交易日收盘价格涨幅偏离值累计超过20%，属于股票交易异常波动情形。经核查，公司及控股股东包头钢铁（集团）有限责任公司均不存在应披露而未披露的重大信息。公司内部经营秩序稳定，市场环境、行业政策没有发生重大调整。未发现对公司股票交易价格产生影响的需要澄清或回应的媒体报道或市场传闻，亦未涉及市场热点概念。公司董事会确认，除上述事项外，没有应披露而未披露的事项或与该等事项有关的筹划、商谈、意向、协议等。,cls
2026-02-27 18:53:41,601688,华泰证券,港股节后走弱，关注恒生科技ETF易方达（513010）、港股通互联网ETF易方达（513040）等产品投资机会,"【港股节后走弱，关注恒生科技ETF易方达（513010）、港股通互联网ETF易方达（513040）等产品投资机会】
本周，中证港股通消费主题指数下跌0.9%，恒生科技指数下跌1.4%，恒生港股通新经济指数下跌2.0%，中证港股通互联网指数下跌2.8%，中证港股通医药卫生综合指数下跌4.5%。资金逆势加仓相关ETF，Wind数据显示，截至昨日，恒生科技ETF易方达（513010）和港股通互联网ETF易方达（513040）近一月分别获42亿元和13亿元资金净流入。
华泰证券研报称，春节期间港股市场内部分化加大，AI新势力与互联网巨头走势背离，消费数据亮点尽显但未明显提振板块表现，涨幅依然集中在科技和周期行业。展望来看，短期提示投资者防范指数和港股通调整日前后相应抢跑个股的波动风险。中期配置上，科技和周期耗材仍是清晰主线。",cls
2026-02-27 18:53:38,600030,中信证券,消费板块回调，关注港股通消费ETF易方达（513070）、消费ETF易方达（159798）等产品布局机会,"【消费板块回调，关注港股通消费ETF易方达（513070）、消费ETF易方达（159798）等产品布局机会】
本周，中证港股通消费主题指数下跌0.9%，中证消费50指数下跌1.4%。相关ETF受资金关注，Wind数据显示，截至昨日，港股通消费ETF易方达（513070）近一月合计“吸金”超15亿元。
中信证券研报认为，马年春节消费延续分化表现，整体符合预期，其中酒店、景区、高端酒等呈现较优景气度，受出行分流的部分影响，零售、票房等表现总体一般。由于当前宏观环境仍然偏弱，消费景气的自身修复预计仍需时间，短期消费整体性机会可关注财政刺激类政策的可能性。",cls
2026-02-27 18:53:38,600030,中信证券,,"【消费板块回调，关注港股通消费ETF易方达（513070）、消费ETF易方达（159798）等产品布局机会】
本周，中证港股通消费主题指数下跌0.9%，中证消费50指数下跌1.4%。相关ETF受资金关注，Wind数据显示，截至昨日，港股通消费ETF易方达（513070）近一月合计“吸金”超15亿元。
中信证券研报认为，马年春节消费延续分化表现，整体符合预期，其中酒店、景区、高端酒等呈现较优景气度，受出行分流的部分影响，零售、票房等表现总体一般。由于当前宏观环境仍然偏弱，消费景气的自身修复预计仍需时间，短期消费整体性机会可关注财政刺激类政策的可能性。",fenghuang
2026-02-27 18:52:57,601658,邮储银行,新五丰：子公司募集资金账户5000万元被司法冻结,新五丰公告称，2026年2月26日，其全资子公司天心种业在邮储银行湘江新区支行的募集资金专户5000万元被司法冻结，原因系与湖南泉昇帮农的租赁合同纠纷，案件正在一审审理中。截至公告日，被冻结资金占公司2024年末经审计净资产的1.65%，占2025年9月末所有者权益的1.67%、货币资金的4.65%。此次冻结对公司生产经营和募集资金使用无重大不利影响，天心种业争取1个月内解除冻结。,jinrongjie
2026-02-27 18:51:19,601688,华泰证券,,"【新能源板块本周走强，关注新能源ETF易方达（516090）、储能电池ETF易方达（159566）等产品投资机会】
本周，中证光伏产业指数上涨3.9%，中证上海环交所碳中和指数上涨3.1%，中证新能源指数上涨2.6%，国证新能源电池指数上涨2.2%。
华泰证券研报称，国务院办公厅近日发布《关于完善全国统一电力市场体系的实施意见》，提出到2030年，基本建成全国统一电力市场体系，各类型电源和除保障性用户外的电力用户全部直接参与电力市场，跨省跨区和省内实现联合交易，现货市场全面转入正式运行，该意见将从盈利机制、发展空间、消纳保障等多维度持续利好新型电力系统建设，看好储能加速高质量发展、主网网架持续建设、新能源需求结构性增长三大投资主线。",fenghuang
2026-02-27 18:51:19,601688,华泰证券,新能源板块本周走强，关注新能源ETF易方达（516090）、储能电池ETF易方达（159566）等产品投资机会,"【新能源板块本周走强，关注新能源ETF易方达（516090）、储能电池ETF易方达（159566）等产品投资机会】
本周，中证光伏产业指数上涨3.9%，中证上海环交所碳中和指数上涨3.1%，中证新能源指数上涨2.6%，国证新能源电池指数上涨2.2%。
华泰证券研报称，国务院办公厅近日发布《关于完善全国统一电力市场体系的实施意见》，提出到2030年，基本建成全国统一电力市场体系，各类型电源和除保障性用户外的电力用户全部直接参与电力市场，跨省跨区和省内实现联合交易，现货市场全面转入正式运行，该意见将从盈利机制、发展空间、消纳保障等多维度持续利好新型电力系统建设，看好储能加速高质量发展、主网网架持续建设、新能源需求结构性增长三大投资主线。",cls
2026-02-27 18:50:22,601788,光大证券,,"【机构称市场有望震荡上行，A500ETF易方达（159361）助力布局A股核心资产】
本周，中证A500指数上涨2.1%，中证A100指数上涨1.0%，中证A50指数接近平收。
光大证券认为，展望后市，市场节后有望震荡上行。2012年至2025年，万得全A指数春节后20个交易日里上涨的概率较高，且从宽基指数来看，多数宽基指数2010年至2024年春节后20个交易日里的涨跌幅均值显著高于春节前20个交易日。",fenghuang
2026-02-27 18:50:22,601788,光大证券,机构称市场有望震荡上行，A500ETF易方达（159361）助力布局A股核心资产,"【机构称市场有望震荡上行，A500ETF易方达（159361）助力布局A股核心资产】
本周，中证A500指数上涨2.1%，中证A100指数上涨1.0%，中证A50指数接近平收。
光大证券认为，展望后市，市场节后有望震荡上行。2012年至2025年，万得全A指数春节后20个交易日里上涨的概率较高，且从宽基指数来看，多数宽基指数2010年至2024年春节后20个交易日里的涨跌幅均值显著高于春节前20个交易日。",cls
2026-02-27 18:50:19,000166,申万宏源,成长板块轮动上涨，创业板ETF易方达（159915）助力一键配置新兴产业龙头,"【成长板块轮动上涨，创业板ETF易方达（159915）助力一键配置新兴产业龙头】
本周，创业板中盘200指数上涨2.9%，创业板成长指数上涨2.3%，创业板指数上涨1.0%。
申万宏源证券表示，维持中期还有“第二阶段上涨”的判断，基本面周期性改善、科技产业趋势进入新阶段、居民资产配置向权益迁移的条件更充分、中国影响力提升预期有望共振。",cls
2026-02-27 18:50:19,000166,申万宏源,,"【成长板块轮动上涨，创业板ETF易方达（159915）助力一键配置新兴产业龙头】
本周，创业板中盘200指数上涨2.9%，创业板成长指数上涨2.3%，创业板指数上涨1.0%。
申万宏源证券表示，维持中期还有“第二阶段上涨”的判断，基本面周期性改善、科技产业趋势进入新阶段、居民资产配置向权益迁移的条件更充分、中国影响力提升预期有望共振。",fenghuang
2026-02-27 18:50:13,601881,中国银河,,"【中小盘风格本周走强，中证500ETF易方达（510580）、中证1000ETF易方达（159633）标的指数节后4连涨】
本周，中证500指数、中证1000指数上涨4.3%，均实现4连涨，中证2000指数上涨3.9%，创业板中盘200指数上涨2.9%，科创100指数上涨1.3%。
中国银河证券表示，春节前后A股市场存在显著的“日历效应”。从2016年至2025年十年间的历史规律来看，春节后，A股市场上涨概率较大，资金转向小盘风格，周期风格和成长风格表现更优。",fenghuang
2026-02-27 18:50:13,601881,中国银河,中小盘风格本周走强，中证500ETF易方达（510580）、中证1000ETF易方达（159633）标的指数节后4连涨,"【中小盘风格本周走强，中证500ETF易方达（510580）、中证1000ETF易方达（159633）标的指数节后4连涨】
本周，中证500指数、中证1000指数上涨4.3%，均实现4连涨，中证2000指数上涨3.9%，创业板中盘200指数上涨2.9%，科创100指数上涨1.3%。
中国银河证券表示，春节前后A股市场存在显著的“日历效应”。从2016年至2025年十年间的历史规律来看，春节后，A股市场上涨概率较大，资金转向小盘风格，周期风格和成长风格表现更优。",cls
2026-02-27 18:49,601236,红塔证券,红塔证券增聘多名高管 班子阵容增至11位,红塔证券发布高级管理人员职务调整公告，公司董事会聘任翟栩担任公司首席风险官，并待获得监管认可后聘任为合规总监，不再担任公司财务总监、董事会秘书；饶雄不再担任公司合规总监、首席风险官；聘任黄苍梧担任公司总审计师，不再担任公司副总...,10jqka
2026-02-27 18:40:57,601995,中金公司,,财联社2月27日电，利弗莫尔证券显示，钛动科技股份有限公司向港交所提交上市申请书，联席保荐人为中金公司和摩根大通。,cls
2026-02-27 18:40:57,601995,中金公司,,利弗莫尔证券显示，钛动科技股份有限公司向港交所提交上市申请书，联席保荐人为中金公司和摩根大通。,fenghuang
2026-02-27 18:38:13,688008,澜起科技,澜起科技业绩快报：2025年净利润22.36亿元 同比增长58.35%,【澜起科技业绩快报：2025年净利润22.36亿元 同比增长58.35%】澜起科技发布业绩快报，2025年实现营业总收入54.56亿元，同比增长49.94%；归母净利润22.36亿元，同比增长58.35%；基本每股收益1.97元。受益于AI产业趋势，行业需求旺盛，公司互连类芯片出货量显著增加，推动公司2025年度经营业绩较上年同期实现大幅增长。,eastmoney
2026-02-27 18:34:49,688008,澜起科技,澜起科技业绩快报：2025年净利润22.36亿元 同比增长58.35%,澜起科技业绩快报：2025年净利润22.36亿元同比增长58.35%|澜起科技发布业绩快报，2025年实现营业总收入54.56亿元，同比增长49.94%；归母净利润22.36亿元，同比增长58.35%；基本每股收益1.97元。受益于AI产业趋势，行业需求旺盛，公司互连类芯片出货量显著增加，推动公司2025年度经营业绩较上年同期实现大幅增长。公司持续加大研发投入，随着公司布局的新产品品类增加，2025年度公司研发费用约为9.15亿元，较上年度增长20%。,yicai
2026-02-27 18:30:10,688472,阿特斯,,【阿特斯：2025年净利润同比下降54.56%】阿特斯(688472.SH)公告称，2025年实现营业收入402.56亿元，同比下降12.80%；归属于母公司所有者的净利润10.21亿元，同比下降54.56%。,fenghuang
2026-02-27 18:30:10,688472,阿特斯,阿特斯：2025年净利润同比下降54.56%,【阿特斯：2025年净利润同比下降54.56%】《科创板日报》27日讯，阿特斯(688472.SH)公告称，2025年实现营业收入402.56亿元，同比下降12.80%；归属于母公司所有者的净利润10.21亿元，同比下降54.56%。,cls
2026-02-27 18:30,688472,阿特斯,阿特斯：2025年净利润10.21亿元，同比下降54.56%,阿特斯公告，2025年净利润10.21亿元，同比下降54.56%。,10jqka
2026-02-27 18:28:29,688599,天合光能,天合光能：股东拟询价转让2%公司股份,【天合光能：股东拟询价转让2%公司股份】天合光能(688599.SH)公告称，股东华福资本管理有限公司计划通过询价转让方式转让4685.14万股股份，占公司总股本的2.00%。,eastmoney
2026-02-27 18:28:16,688599,天合光能,天合光能：股东拟询价转让2%公司股份,天合光能(688599.SH)公告称，股东华福资本管理有限公司计划通过询价转让方式转让4685.14万股股份，占公司总股本的2.00%。,jinrongjie
2026-02-27 18:27:41,688599,天合光能,天合光能：股东拟询价转让2%公司股份,【天合光能：股东拟询价转让2%公司股份】《科创板日报》27日讯，天合光能(688599.SH)公告称，股东华福资本管理有限公司计划通过询价转让方式转让4685.14万股股份，占公司总股本的2.00%。,cls
2026-02-27 18:27:41,688599,天合光能,,【天合光能：股东拟询价转让2%公司股份】天合光能(688599.SH)公告称，股东华福资本管理有限公司计划通过询价转让方式转让4685.14万股股份，占公司总股本的2.00%。,fenghuang
2026-02-27 18:27:27,688008,澜起科技,澜起科技：2025年净利润22.36亿元 同比增长58%,【澜起科技：2025年净利润22.36亿元 同比增长58%】财联社2月27日电，澜起科技(688008.SH)发布业绩快报，2025年度，公司实现营业收入54.56亿元，较上年度增长49.94%，毛利率为62.23%，较上年度提升4.10个百分点；实现归属于母公司所有者的净利润22.36亿元，较上年度增长58.35%；实现归属于母公司所有者的扣除非经常性损益的净利润20.22亿元，较上年度增长61.95%。受益于AI产业趋势，行业需求旺盛，公司互连类芯片出货量显著增加，推动公司2025年度经营业绩较上年同期实现大幅增长。公司持续加大研发投入，随着公司布局的新产品品类增加，2025年度公司研发费用约为9.15亿元，较上年度增长20%。小财注：澜起科技2025年Q3净利4.73亿元，据此计算，2025年Q4净利6.03亿元，环比增长27%。第四季度净利润分析师一致预测是5.80亿。,cls
2026-02-27 18:27:27,688008,澜起科技,,【澜起科技：2025年净利润22.36亿元 同比增长58%】澜起科技(688008.SH)发布业绩快报，2025年度，公司实现营业收入54.56亿元，较上年度增长49.94%，毛利率为62.23%，较上年度提升4.10个百分点；实现归属于母公司所有者的净利润22.36亿元，较上年度增长58.35%；实现归属于母公司所有者的扣除非经常性损益的净利润20.22亿元，较上年度增长61.95%。受益于AI产业趋势，行业需求旺盛，公司互连类芯片出货量显著增加，推动公司2025年度经营业绩较上年同期实现大幅增长。公司持续加大研发投入，随着公司布局的新产品品类增加，2025年度公司研发费用约为9.15亿元，较上年度增长20%。,fenghuang
2026-02-27 18:26:57,688599,天合光能,天合光能：华福资本拟受让2.00%股份,天合光能公告，股东华福资本管理有限公司计划通过询价转让方式受让公司4685.14万股股份，占公司总股本的2.00%。本次询价转让将委托中金公司组织实施，受让方为具备相应定价能力和风险承受能力的机构投资者。受让方受让的股份在受让后6个月内不得转让。,jinrongjie
2026-02-27 18:26,688599,天合光能,天合光能：华福资本拟询价转让2.00%股份,天合光能公告，股东华福资本管理有限公司计划询价转让公司4685.14万股股份，占公司总股本的2.00%。本次询价转让将委托中金公司组织实施，受让方为具备相应定价能力和风险承受能力的机构投资者。受让方受让的股份在受让后6个月内不得转让。,10jqka
